module_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,topic_area
M07,M07_Q12_ETHICAL_COMMUNICATION,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects ethical communication for an RN case manager in this course?",multiple_choice,Balances advocacy with accuracy and boundaries,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because balances advocacy with accuracy and boundaries. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,ethical communication
M07,M07_Q13_BRN_APPROVAL_STATUS,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects BRN approval status for an RN case manager in this course?",multiple_choice,Remains pending and is not marketed as approved,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because remains pending and is not marketed as approved. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,BRN approval status
M07,M07_Q14_CONTACT_HOUR_WORDING,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects contact-hour wording for an RN case manager in this course?",multiple_choice,Is maintained in all learner and admin materials,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is maintained in all learner and admin materials. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact-hour wording
M07,M07_Q15_QUIZ_EVIDENCE,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects quiz evidence for an RN case manager in this course?",multiple_choice,Supports completion and assessment records in Moodle,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because supports completion and assessment records in Moodle. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,quiz evidence
M08,M08_Q01_INCIDENT_RECOGNITION,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects incident recognition for an RN case manager in this course?",multiple_choice,"Includes events, near misses, complaints, and conditions that could harm the patient",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because includes events, near misses, complaints, and conditions that could harm the patient. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,incident recognition
M08,M08_Q02_URGENT_ESCALATION,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects urgent escalation for an RN case manager in this course?",multiple_choice,"Is based on current risk, change in condition, and policy requirements",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is based on current risk, change in condition, and policy requirements. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,urgent escalation
M08,M08_Q03_FACTUAL_REPORTING,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects factual reporting for an RN case manager in this course?",multiple_choice,Documents observed or reported facts without blame,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because documents observed or reported facts without blame. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,factual reporting
M08,M08_Q04_ROOT_CAUSE_THINKING,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects root-cause thinking for an RN case manager in this course?",multiple_choice,Looks for process contributors rather than stopping at individual fault,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because looks for process contributors rather than stopping at individual fault. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,root-cause thinking
M08,M08_Q05_QUALITY_IMPROVEMENT,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects quality improvement for an RN case manager in this course?",multiple_choice,Uses patterns and prevention actions to reduce recurrence,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses patterns and prevention actions to reduce recurrence. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,quality improvement
M08,M08_Q06_FALL_RISK,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects fall risk for an RN case manager in this course?",multiple_choice,"Requires assessment, teaching, mitigation, and appropriate notification",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires assessment, teaching, mitigation, and appropriate notification. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,fall risk
M08,M08_Q07_MEDICATION_SAFETY,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects medication safety for an RN case manager in this course?",multiple_choice,Requires reconciliation and escalation of risky discrepancies,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires reconciliation and escalation of risky discrepancies. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,medication safety
M08,M08_Q08_COMPLAINT_HANDLING,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects complaint handling for an RN case manager in this course?",multiple_choice,"Requires respectful listening, documentation, and routing through policy",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires respectful listening, documentation, and routing through policy. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,complaint handling
M08,M08_Q09_NEAR_MISS,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects near miss for an RN case manager in this course?",multiple_choice,Is valuable because it reveals a risk before harm occurs,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is valuable because it reveals a risk before harm occurs. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,near miss
M08,M08_Q10_CONFIDENTIALITY,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects confidentiality for an RN case manager in this course?",multiple_choice,Continues to apply during quality and incident review,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because continues to apply during quality and incident review. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,confidentiality
M08,M08_Q11_FOLLOW_UP_EVIDENCE,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects follow-up evidence for an RN case manager in this course?",multiple_choice,Shows what was done after risk was identified,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because shows what was done after risk was identified. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,follow-up evidence
M08,M08_Q12_ROUTINE_BARRIER,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects routine barrier for an RN case manager in this course?",multiple_choice,Becomes escalation-worthy when it creates safety risk or unresolved care delay,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because becomes escalation-worthy when it creates safety risk or unresolved care delay. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,routine barrier
M08,M08_Q13_COMPLETION_RULE,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects completion rule for an RN case manager in this course?",multiple_choice,Requires required Moodle activities before credit can be released,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires required Moodle activities before credit can be released. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,completion rule
M08,M08_Q14_PENDING_APPROVAL_LABEL,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects pending approval label for an RN case manager in this course?",multiple_choice,Prevents false BRN approval claims,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because prevents false BRN approval claims. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,pending approval label
M08,M08_Q15_CONTACT_HOURS,"M08 - Quality Assurance, Risk Management, Incident Reporting, and Escalation: Which answer best reflects contact hours for an RN case manager in this course?",multiple_choice,Remain the primary time-credit term,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because remain the primary time-credit term. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact hours
M09,M09_Q01_RISK_STRATIFICATION,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects risk stratification for an RN case manager in this course?",multiple_choice,"Uses clinical instability, functional limits, social barriers, and utilization history",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses clinical instability, functional limits, social barriers, and utilization history. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,risk stratification
M09,M09_Q02_POLYPHARMACY_RISK,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects polypharmacy risk for an RN case manager in this course?",multiple_choice,Requires medication reconciliation and attention to adverse effects,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires medication reconciliation and attention to adverse effects. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,polypharmacy risk
M09,M09_Q03_GERIATRIC_FALLS,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects geriatric falls for an RN case manager in this course?",multiple_choice,"Require assessment of mobility, environment, medications, cognition, and follow-up",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because require assessment of mobility, environment, medications, cognition, and follow-up. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,geriatric falls
M09,M09_Q04_CHRONIC_DISEASE_TEACHING,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects chronic disease teaching for an RN case manager in this course?",multiple_choice,Uses patient-specific warning signs and teach-back,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses patient-specific warning signs and teach-back. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,chronic disease teaching
M09,M09_Q05_CAREGIVER_STRAIN,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects caregiver strain for an RN case manager in this course?",multiple_choice,"Can affect adherence, safety, and transition success",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because can affect adherence, safety, and transition success. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,caregiver strain
M09,M09_Q06_COGNITIVE_IMPAIRMENT,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects cognitive impairment for an RN case manager in this course?",multiple_choice,"Requires adapted teaching, support, and safety planning",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires adapted teaching, support, and safety planning. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,cognitive impairment
M09,M09_Q07_MULTIPLE_CONDITIONS,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects multiple conditions for an RN case manager in this course?",multiple_choice,Require prioritization rather than separate uncoordinated plans,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because require prioritization rather than separate uncoordinated plans. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,multiple conditions
M09,M09_Q08_NUTRITION_CONCERN,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects nutrition concern for an RN case manager in this course?",multiple_choice,"May affect wound healing, diabetes control, strength, and recovery",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because may affect wound healing, diabetes control, strength, and recovery. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,nutrition concern
M09,M09_Q09_FOLLOW_UP_INTENSITY,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects follow-up intensity for an RN case manager in this course?",multiple_choice,Should match risk level and current stability,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because should match risk level and current stability. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,follow-up intensity
M09,M09_Q10_PROVIDER_COMMUNICATION,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects provider communication for an RN case manager in this course?",multiple_choice,"Summarizes changes, risks, and needed decisions",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because summarizes changes, risks, and needed decisions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,provider communication
M09,M09_Q11_PATIENT_GOALS,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects patient goals for an RN case manager in this course?",multiple_choice,Make the plan realistic and more likely to be used,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because make the plan realistic and more likely to be used. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,patient goals
M09,M09_Q12_MEASURABLE_OUTCOMES,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects measurable outcomes for an RN case manager in this course?",multiple_choice,Allow the RN to evaluate whether coordination helped,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because allow the RN to evaluate whether coordination helped. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,measurable outcomes
M09,M09_Q13_COURSE_STATUS,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects course status for an RN case manager in this course?",multiple_choice,Must remain draft pending BRN CEP approval,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must remain draft pending BRN CEP approval. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,course status
M09,M09_Q14_CONTACT_HOUR_TRACKING,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects contact-hour tracking for an RN case manager in this course?",multiple_choice,Is recorded through Moodle completion and assessment evidence,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is recorded through Moodle completion and assessment evidence. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact-hour tracking
M09,M09_Q15_FINAL_READINESS,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management: Which answer best reflects final readiness for an RN case manager in this course?",multiple_choice,Requires all prior module activities before the capstone assessment,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires all prior module activities before the capstone assessment. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,final readiness
M10,M10_Q01_INTEGRATED_ASSESSMENT,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects integrated assessment for an RN case manager in this course?,multiple_choice,"Combines clinical, functional, psychosocial, medication, and access data",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because combines clinical, functional, psychosocial, medication, and access data. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,integrated assessment
M10,M10_Q02_PRIORITY_SETTING,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects priority setting for an RN case manager in this course?,multiple_choice,Addresses immediate safety and high-risk barriers before lower-risk tasks,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because addresses immediate safety and high-risk barriers before lower-risk tasks. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,priority setting
M10,M10_Q03_CAPSTONE_DOCUMENTATION,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects capstone documentation for an RN case manager in this course?,multiple_choice,"Must be factual, complete, timely, and linked to nursing actions",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must be factual, complete, timely, and linked to nursing actions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,capstone documentation
M10,M10_Q04_TEAM_COMMUNICATION,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects team communication for an RN case manager in this course?,multiple_choice,Uses closed-loop follow-up and clear ownership,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses closed-loop follow-up and clear ownership. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,team communication
M10,M10_Q05_PATIENT_ADVOCACY,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects patient advocacy for an RN case manager in this course?,multiple_choice,Supports needs while respecting autonomy and scope,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because supports needs while respecting autonomy and scope. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,patient advocacy
M10,M10_Q06_TRANSITION_PLANNING,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects transition planning for an RN case manager in this course?,multiple_choice,"Verifies medication changes, appointments, equipment, teaching, and follow-up",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because verifies medication changes, appointments, equipment, teaching, and follow-up. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,transition planning
M10,M10_Q07_PAYER_COMMUNICATION,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects payer communication for an RN case manager in this course?,multiple_choice,Uses clinical facts without guaranteeing coverage,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses clinical facts without guaranteeing coverage. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,payer communication
M10,M10_Q08_QUALITY_ESCALATION,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects quality escalation for an RN case manager in this course?,multiple_choice,Routes incidents and near misses according to urgency and policy,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because routes incidents and near misses according to urgency and policy. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,quality escalation
M10,M10_Q09_HIGH_RISK_MANAGEMENT,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects high-risk management for an RN case manager in this course?,multiple_choice,Uses risk stratification to set follow-up and escalation triggers,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses risk stratification to set follow-up and escalation triggers. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,high-risk management
M10,M10_Q10_FINAL_ASSESSMENT,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects final assessment for an RN case manager in this course?,multiple_choice,Should test application of case management decisions,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because should test application of case management decisions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,final assessment
M10,M10_Q11_CERTIFICATE_RELEASE,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects certificate release for an RN case manager in this course?,multiple_choice,"Requires all activities, interactions, quizzes, final assessment, attestation, and provider metadata",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires all activities, interactions, quizzes, final assessment, attestation, and provider metadata. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,certificate release
M10,M10_Q12_BRN_METADATA,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects BRN metadata for an RN case manager in this course?,multiple_choice,Must be available before certificate language can include provider approval details,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must be available before certificate language can include provider approval details. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,BRN metadata
M10,M10_Q13_CONTACT_HOUR_TOTAL,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects contact-hour total for an RN case manager in this course?,multiple_choice,Equals 30 contact hours across ten modules,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because equals 30 contact hours across ten modules. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact-hour total
M10,M10_Q14_MOODLE_EVIDENCE,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects Moodle evidence for an RN case manager in this course?,multiple_choice,"Includes completion logs, quiz scores, submitted assignments, final capstone, and attestation",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because includes completion logs, quiz scores, submitted assignments, final capstone, and attestation. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,Moodle evidence
M10,M10_Q15_APPROVAL_GUARDRAIL,M10 - Integrated Case Management Capstone and Final Assessment: Which answer best reflects approval guardrail for an RN case manager in this course?,multiple_choice,Blocks claims of BRN approval until issued,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because blocks claims of BRN approval until issued. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,approval guardrail
