question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
BRN-CAPSTONE_FINAL-Q15,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Transitions - teach-back.,mcq,Teach-back at discharge is used to:,Lengthen the visit,Confirm the patient understands instructions,Replace written instructions,Avoid education,,B,Teach-back confirms understanding.,easy,BRN CM Module M06,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q16,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Transitions - reconciliation.,mcq,Medication reconciliation at transitions helps to:,Increase errors,Identify and resolve medication discrepancies,Replace the pharmacist,Avoid documentation,,B,Reconciliation reduces medication errors.,medium,BRN CM Module M06,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q17,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,UR - medical necessity.,mcq,Medical necessity refers to services that are:,The most expensive,Appropriate and required for the condition per accepted standards,Optional conveniences,Patient-requested regardless of need,,B,"Medical necessity is appropriate, required care per standards.",medium,BRN CM Module M07,SME/legal review required before submission,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q18,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,UR - integrity.,tf,Misrepresenting a patient's condition to obtain authorization is unethical and may constitute fraud.,TRUE,FALSE,,,,TRUE,Misrepresentation for authorization is unethical and potentially fraudulent.,medium,BRN CM Module M07,SME/legal review required before submission,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q19,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,UR - communication.,mcq,Payer-safe communication means:,Exaggerating need,"Communicating accurately and truthfully, supported by documentation",Withholding information,Guaranteeing coverage,,B,Payer-safe communication is accurate and documentation-supported.,medium,BRN CM Module M07,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q20,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Quality - incident reports.,mcq,An incident report should be:,A blame tool,"An objective, factual, timely safety record",Optional,Opinion-filled,,B,"Incident reports are objective, factual, timely, and safety-focused.",medium,BRN CM Module M08,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q21,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Quality - escalation.,mcq,Escalation means:,Hiding a concern,Promptly raising a concern to the appropriate level when needed,Waiting indefinitely,Solving everything alone,,B,Escalation routes concerns to the right level promptly.,medium,BRN CM Module M08,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q22,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Quality - near-misses.,tf,Near-misses are valuable to report because they reveal system weaknesses before harm occurs.,TRUE,FALSE,,,,TRUE,Near-miss reporting prevents future harm.,medium,BRN CM Module M08,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q23,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Chronic care - approach.,mcq,Chronic disease management emphasizes:,One-time treatment,"Ongoing support, education, monitoring, and coordination",Avoiding the patient,Ignoring comorbidities,,B,Chronic disease management is longitudinal and coordinated.,medium,BRN CM Module M09,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q24,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Chronic care - geriatric.,mcq,Geriatric care often requires attention to:,No special factors,"Polypharmacy, fall risk, cognition, and function",Only age,Marketing,,B,"Geriatric care attends to polypharmacy, falls, cognition, function.",medium,BRN CM Module M09,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q25,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Chronic care - decompensation.,scenario,Scenario: A heart-failure home-health patient reports rapid weight gain and worsening shortness of breath. The case manager should:,Wait for the next routine visit,"Recognize possible decompensation, follow protocol, notify the provider promptly, and document",Say it is normal,Discontinue services,,B,Prompt provider notification per protocol addresses possible decompensation. (Clinical thresholds need SME confirmation.),hard,BRN CM Module M09,SME/legal review required before submission,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q26,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Capstone - integration.,mcq,Integrated case management means:,Treating issues in isolation,"Synthesizing assessment, planning, coordination, documentation, and advocacy",Billing only,Avoiding the team,,B,Integration synthesizes all core functions.,medium,BRN CM Module M10,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q27,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Capstone - components.,ms,Which are integrated across a full case-management episode? (Select all that apply.),Assessment and planning,Coordination and advocacy,Falsified records,Evaluation and revision,,A; B; D,"Assessment, coordination, advocacy, evaluation integrate; falsification never belongs.",medium,BRN CM Module M10,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q28,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Capstone - integrity under pressure.,scenario,Scenario: A supervisor pressures the case manager to document a higher acuity than is accurate to secure payment. The case manager should:,Comply,"Refuse to misrepresent, document accurately, and escalate appropriately",Quietly alter records,Ask the patient to misstate symptoms,,B,"Integrity requires accurate documentation, refusal to misrepresent, and escalation.",hard,BRN CM Modules M04/M07,SME/legal review required before submission,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q29,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Capstone - posture.,tf,This 30-contact-hour program builds case-management skills but makes no certification or scope-expansion claim.,TRUE,FALSE,,,,TRUE,The program is continuing education; it makes no certification or scope-expansion claim.,easy,BRN CM Program posture,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q30,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Capstone - confidentiality.,mcq,Confidentiality of patient information requires that it is:,Shared freely,Disclosed only as authorized or legally required,Posted online,Discussed publicly,,B,Confidential information is disclosed only as authorized/legally required.,easy,BRN CM Modules M04/M05,SME review recommended,BRN/CAPSTONE_FINAL
