course_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,core_category
RCFE-CETP-004,RCFE-CETP-004_Q008,Which statement best fits the administrator scope for neglect?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Residents' Rights.",foundational,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q009,What should happen before completion credit is issued for non-retaliation?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Residents' Rights.,application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q010,Why is a fictional scenario appropriate for practicing objective documentation?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Residents' Rights.,application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q011,Which administrator action best supports resident rights in RCFE-CETP-004?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Residents' Rights.",application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q012,A learner sees a scenario involving dignity. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Residents' Rights.,application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q013,Which documentation entry is most defensible for privacy?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Residents' Rights.",application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q014,"When choice raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Residents' Rights.,application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q015,Which choice would create the greatest compliance risk for resident council?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Residents' Rights.",application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q016,What evidence should Moodle retain for an activity about family council?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Residents' Rights.",application,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q017,How should an instructor respond when a participant answers incorrectly about abuse prevention?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Residents' Rights.,scenario,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q018,Which statement best fits the administrator scope for neglect?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Residents' Rights.",scenario,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q019,What should happen before completion credit is issued for non-retaliation?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Residents' Rights.,scenario,Residents' Rights
RCFE-CETP-004,RCFE-CETP-004_Q020,Why is a fictional scenario appropriate for practicing objective documentation?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Residents' Rights.,scenario,Residents' Rights
RCFE-CETP-005,RCFE-CETP-005_Q001,Which administrator action best supports medication assistance in RCFE-CETP-005?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q002,A learner sees a scenario involving self-administration. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q003,Which documentation entry is most defensible for MAR?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q004,"When physician order raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q005,Which choice would create the greatest compliance risk for pharmacy communication?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q006,What evidence should Moodle retain for an activity about PRN?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q007,How should an instructor respond when a participant answers incorrectly about refusal?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q008,Which statement best fits the administrator scope for storage?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q009,What should happen before completion credit is issued for disposal?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q010,Why is a fictional scenario appropriate for practicing medication error?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q011,Which administrator action best supports medication assistance in RCFE-CETP-005?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q012,A learner sees a scenario involving self-administration. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q013,Which documentation entry is most defensible for MAR?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q014,"When physician order raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Medication Management.,foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q015,Which choice would create the greatest compliance risk for pharmacy communication?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q016,What evidence should Moodle retain for an activity about PRN?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Medication Management.",foundational,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q017,How should an instructor respond when a participant answers incorrectly about refusal?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q018,Which statement best fits the administrator scope for storage?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q019,What should happen before completion credit is issued for disposal?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q020,Why is a fictional scenario appropriate for practicing medication error?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q021,Which administrator action best supports medication assistance in RCFE-CETP-005?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q022,A learner sees a scenario involving self-administration. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q023,Which documentation entry is most defensible for MAR?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q024,"When physician order raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q025,Which choice would create the greatest compliance risk for pharmacy communication?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q026,What evidence should Moodle retain for an activity about PRN?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q027,How should an instructor respond when a participant answers incorrectly about refusal?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q028,Which statement best fits the administrator scope for storage?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q029,What should happen before completion credit is issued for disposal?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q030,Why is a fictional scenario appropriate for practicing medication error?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q031,Which administrator action best supports medication assistance in RCFE-CETP-005?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Medication Management.",application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q032,A learner sees a scenario involving self-administration. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Medication Management.,application,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q033,Which documentation entry is most defensible for MAR?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Medication Management.",scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q034,"When physician order raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Medication Management.,scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q035,Which choice would create the greatest compliance risk for pharmacy communication?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Medication Management.",scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q036,What evidence should Moodle retain for an activity about PRN?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Medication Management.",scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q037,How should an instructor respond when a participant answers incorrectly about refusal?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Medication Management.,scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q038,Which statement best fits the administrator scope for storage?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Medication Management.",scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q039,What should happen before completion credit is issued for disposal?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,Completion and certificate release require all required gates and approval metadata. Course focus: Medication Management.,scenario,Medication Management
RCFE-CETP-005,RCFE-CETP-005_Q040,Why is a fictional scenario appropriate for practicing medication error?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Medication Management.,scenario,Medication Management
RCFE-CETP-006,RCFE-CETP-006_Q001,Which administrator action best supports pre-admission appraisal in RCFE-CETP-006?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q002,A learner sees a scenario involving physician report. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,"Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q003,Which documentation entry is most defensible for admission agreement?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q004,"When needs and services plan raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,"Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q005,Which choice would create the greatest compliance risk for reappraisal?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q006,What evidence should Moodle retain for an activity about retention?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q007,How should an instructor respond when a participant answers incorrectly about relocation?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,"Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q008,Which statement best fits the administrator scope for care capability?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q009,What should happen before completion credit is issued for condition change?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,"Completion and certificate release require all required gates and approval metadata. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q010,Why is a fictional scenario appropriate for practicing decision memo?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,"Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q011,Which administrator action best supports pre-admission appraisal in RCFE-CETP-006?,multichoice,"Apply the approved procedure, document the action objectively, and escalate when the issue exceeds routine authority.",Wait until a licensing visit identifies the problem.,Rely on memory and avoid creating a record.,Make a public assurance before the facts are verified.,A,"The administrator's role is to use approved controls, create objective evidence, and escalate unresolved risk. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q012,A learner sees a scenario involving physician report. What is the safest first step?,multichoice,"Pause to verify the relevant source, resident need, or facility policy before taking action.",Assume the usual practice is always current.,Ask staff to handle it without documentation.,Advertise the course or service as approved before approval is issued.,A,"Source-checking and policy confirmation prevent inaccurate action and premature claims. Course focus: Resident Admission, Retention, and Assessment Procedures.",foundational,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q013,Which documentation entry is most defensible for admission agreement?,multichoice,"Objective facts, action taken, notification or escalation, and follow-up plan.",Personal opinions about the resident or staff member.,A note that says the issue was handled with no details.,A promise that the facility can guarantee an outcome.,A,"Objective documentation supports continuity, supervision, and regulatory review. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q014,"When needs and services plan raises uncertainty, what should the administrator do?",multichoice,Use the escalation pathway and label unresolved details as pending verification.,Ignore the uncertainty if the course is already scheduled.,Let learners decide the regulatory answer by vote.,Remove the issue from the record.,A,"Uncertain regulatory or operational questions should be escalated and tracked rather than guessed. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q015,Which choice would create the greatest compliance risk for reappraisal?,multichoice,"Claiming approval, credit, or guaranteed outcomes before the required facts are issued or verified.",Keeping a dated record of the decision.,Asking Compliance to review the item.,Using a fictional scenario for training.,A,"Premature claims and guarantees can mislead learners, residents, families, or regulators. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q016,What evidence should Moodle retain for an activity about retention?,multichoice,"Completion status, timestamp, response or submission, score when applicable, and learner identity evidence.",Only the learner's name.,Only a screenshot kept outside the course.,No evidence if the learner attended live.,A,"Moodle evidence must substantiate duration, participation, assessment, and completion decisions. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q017,How should an instructor respond when a participant answers incorrectly about relocation?,multichoice,Provide corrective feedback tied to the course standard and require retry or remediation if needed.,Mark the learner complete without feedback.,Change the answer key during the session.,Tell the learner the topic is optional.,A,"Active learning requires feedback that corrects misunderstanding and preserves assessment integrity. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q018,Which statement best fits the administrator scope for care capability?,multichoice,"Oversee policy, records, staff direction, communication, and escalation within RCFE responsibilities.",Perform unrelated clinical or legal services beyond the course scope.,Guarantee a resident outcome.,Substitute informal preference for approved procedure.,A,"The RCFE administrator scope is operational oversight and escalation, not overclaiming or unsourced practice. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q019,What should happen before completion credit is issued for condition change?,multichoice,"Required duration, participation checks, post-test pass, evaluation when required, and approval metadata must be satisfied.",Completion should issue after opening the first page.,The instructor may waive failed assessments without record.,A certificate may issue while approval is pending.,A,"Completion and certificate release require all required gates and approval metadata. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
RCFE-CETP-006,RCFE-CETP-006_Q020,Why is a fictional scenario appropriate for practicing decision memo?,multichoice,"It lets learners apply judgment without exposing resident, staff, facility, or protected information.",It replaces the need for assessment.,It allows learners to ignore facility policy.,It proves government approval.,A,"Fictional scenarios support application practice while protecting privacy and avoiding false approval claims. Course focus: Resident Admission, Retention, and Assessment Procedures.",application,"Resident Admission, Retention, and Assessment Procedures"
