question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
RCFE-RCFE-CETP-008-Q10,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Explain the purpose of staff screening.,mcq,Background screening/clearance requirements for staff exist to:,Slow hiring for no reason,Protect residents from individuals who may pose a risk,Increase paperwork only,Replace training,,B,Screening helps protect residents; confirm specific clearance requirements with SME/legal.,medium,RCFE-CETP-008 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q11,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Apply delegation vs. accountability.,tf,An administrator can delegate tasks but remains accountable for the facility's compliance and operations.,TRUE,FALSE,,,,TRUE,Delegation does not remove the administrator's overall accountability.,medium,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q12,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Apply role clarity.,mcq,Clear job descriptions and expectations help staff to:,Be confused,"Understand their roles, responsibilities, and limits",Avoid accountability,Skip training,,B,Clear roles support performance and accountability.,easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q13,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Describe supportive supervision.,mcq,A supportive supervision approach includes:,Only criticism,"Clear expectations, training, feedback, and recognition",No communication,Inconsistent rules,,B,"Effective supervision blends expectations, training, feedback, and recognition.",easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q14,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Apply training tracking.,mcq,Tracking training due dates and renewals helps the administrator to:,Miss requirements,Stay compliant and ensure staff competencies are current,Avoid documentation,Reduce safety,,B,Tracking supports timely compliance and current competencies.,easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q15,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",State the course purpose.,mcq,The overall purpose of this course is to:,Provide clinical certification,"Strengthen staff supervision, training-record management, and administrator accountability",Replace licensing,Eliminate staffing,,B,"The purpose is supervision, training records, and accountability.",easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-009-Q01,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Explain the purpose of business records.,mcq,Accurate business records in an RCFE support:,Concealment of operations,"Compliance, financial accountability, and audit readiness",Higher fees only,Avoiding inspections,,B,"Accurate records support compliance, accountability, and audit readiness.",easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q02,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply record-retention requirements.,mcq,Records that must be retained should be kept:,As briefly as convenient,For the period and in the manner required by applicable regulation,Only until the next month,Never,,B,Retention follows regulatory requirements; confirm retention periods with SME/legal.,medium,RCFE-CETP-009 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q03,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Define claim-safe communication.,mcq,'Claim-safe' communication in operations generally means:,Making unverified promises,Communicating accurately and avoiding misleading or unsupported claims,Exaggerating services,Hiding information from residents,,B,Claim-safe communication is accurate and avoids misleading or unsupported statements.,medium,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q04,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply accurate marketing/representation.,tf,Marketing and admission materials should accurately represent the services the facility actually provides.,TRUE,FALSE,,,,TRUE,Accurate representation avoids misleading prospective residents.,easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q05,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Protect resident financial records.,mcq,Resident financial records handled by the facility must be:,Combined with facility funds,"Kept accurate, separate as required, and protected from misuse",Shared publicly,Estimated,,B,"Resident funds require accuracy, required separation, and protection. Confirm specifics with SME/legal.",medium,RCFE-CETP-009 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q06,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply confidentiality to records.,mcq,Confidentiality of resident and business information requires that information is:,Shared freely,Disclosed only to authorized parties and protected from improper access,Posted online,Discussed publicly,,B,Confidential information is protected and shared only with authorized parties.,easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q07,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply claim-safe communication in admissions.,scenario,Scenario: A prospective resident's family asks whether the facility provides a level of skilled care it does not actually offer. The administrator should:,Imply the facility offers it to secure the admission,Accurately describe the services the facility provides and not make unsupported claims,Avoid answering,Promise to add the service without basis,,B,"Accurate, claim-safe communication prevents misrepresentation and protects residents.",hard,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q08,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Identify sound business practices.,ms,Which support sound RCFE business operations? (Select all that apply.),Accurate financial and operational records,Proper retention of required records,Misleading marketing claims,Confidential handling of sensitive information,,A; B; D,"Accurate records, retention, and confidentiality are sound; misleading claims are not.",medium,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q09,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply records access during inspection.,mcq,"When required records are requested during an inspection, the administrator should:",Refuse,"Provide the required records in an organized, accurate, and timely manner",Provide falsified records,Delay indefinitely,,B,Required records should be provided accurately and timely; falsification is prohibited.,medium,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q10,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Explain the role of admission agreements.,mcq,"A clear, written admission agreement helps to:",Confuse residents,"Set transparent expectations about services, fees, and terms",Hide fees,Avoid accountability,,B,A clear admission agreement sets transparent expectations.,easy,RCFE-CETP-009 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q11,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply record protection.,tf,Backups and protection of important records help prevent loss of required documentation.,TRUE,FALSE,,,,TRUE,Record protection/backups guard against loss of required documentation.,easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q12,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply transparent billing practices.,mcq,Fee changes or billing practices should be:,Hidden from residents,Communicated transparently and consistent with the agreement and regulation,Applied without notice,Inconsistent,,B,Fees should be transparent and consistent with the agreement and regulation. Confirm specifics with SME/legal.,medium,RCFE-CETP-009 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q13,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Explain the value of honest communication.,mcq,"Honest, accurate communication with residents and families builds:",Distrust,Trust and supports a defensible operation,Liability only,Confusion,,B,Honest communication builds trust and supports defensibility.,easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q14,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",Apply organized recordkeeping.,mcq,Organized recordkeeping systems help the administrator to:,Lose documents,"Locate, maintain, and produce required records efficiently",Avoid compliance,Reduce transparency,,B,"Organized systems support efficient, compliant recordkeeping.",easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
RCFE-RCFE-CETP-009-Q15,RCFE,RCFE-CETP-009,"RCFE-CETP-009 - Business Operations, Records, Claim-Safe Communications (2h)",State the course purpose.,mcq,The overall purpose of this course is to:,Provide clinical certification,"Strengthen business operations, recordkeeping, and claim-safe communications in the RCFE",Replace licensing,Eliminate records,,B,"The purpose is sound operations, recordkeeping, and claim-safe communication.",easy,RCFE-CETP-009 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-009
