question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
CNA-FINAL-Q02,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Vital signs - identification.,mcq,"The four standard vital signs are temperature, pulse, respirations, and:",Weight,Blood pressure,Height,Appetite,,B,Blood pressure completes the four standard vital signs.,easy,CCCCO NATP Module 10,SME review recommended,CNA/FINAL
CNA-FINAL-Q03,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Pain - subjectivity.,tf,A resident's self-report is the most reliable indicator of their pain.,TRUE,FALSE,,,,TRUE,Pain is subjective; self-report is the standard.,easy,CCCCO NATP Module 10,SME review recommended,CNA/FINAL
CNA-FINAL-Q04,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Respiratory terminology.,mcq,'Dyspnea' means:,Slow pulse,Difficult or labored breathing,Normal breathing,High temperature,,B,Dyspnea is labored breathing.,easy,CCCCO NATP Module 10,SME review recommended,CNA/FINAL
CNA-FINAL-Q05,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Respiration technique.,mcq,Counting respirations discreetly is important because:,It is faster,Awareness can cause the resident to change their breathing,It is required by law,It improves pulse accuracy,,B,Discreet counting avoids voluntary changes.,medium,CCCCO NATP Module 10,SME review recommended,CNA/FINAL
CNA-FINAL-Q06,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Nutrition - diet textures.,mcq,A mechanical soft diet is intended to:,Restrict fluids,Make chewing and swallowing easier and safer,Remove all protein,Increase choking risk,,B,Texture-modified diets aid safe swallowing.,easy,CCCCO NATP Module 11,SME review recommended,CNA/FINAL
CNA-FINAL-Q07,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Nutrition - safe positioning.,mcq,The safest position for assisting a resident to eat is:,Lying flat,Upright at about 90 degrees,Reclined far back,On the side,,B,Upright positioning reduces aspiration risk.,easy,CCCCO NATP Module 11,SME review recommended,CNA/FINAL
CNA-FINAL-Q08,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Nutrition - dysphagia signs.,mcq,"Coughing, choking, or a wet/gurgly voice during meals may indicate:",Good appetite,A swallowing problem to report,Normal eating,Dehydration only,,B,These are possible dysphagia/aspiration signs to report.,medium,CCCCO NATP Module 11,SME review recommended,CNA/FINAL
CNA-FINAL-Q09,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Hydration - dehydration signs.,mcq,"Dark concentrated urine, dry mouth, and reduced intake may indicate:",Overhydration,Dehydration,Good nutrition,Normal aging only,,B,These are warning signs of dehydration.,medium,CCCCO NATP Module 11,SME review recommended,CNA/FINAL
CNA-FINAL-Q10,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Nutrition - orders.,mcq,'NPO' means:,Eat normally,Nothing by mouth,Only liquids,Extra fluids,,B,NPO = nothing by mouth.,easy,CCCCO NATP Module 11,SME review recommended,CNA/FINAL
CNA-FINAL-Q11,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Emergency - choking recognition.,mcq,"A resident who cannot speak, cough, or breathe is showing signs of:",A partial obstruction,A severe (complete) airway obstruction needing immediate help,Normal eating,Mild irritation,,B,These signs indicate severe choking requiring immediate response.,easy,CCCCO NATP Module 12,SME review recommended,CNA/FINAL
CNA-FINAL-Q12,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Emergency - response sequence.,mcq,The first step on discovering an emergency is usually to:,Document first,Call for help/activate emergency response and stay with the resident,Move the resident,Leave to find supplies,,B,Summon help and remain with the resident.,easy,CCCCO NATP Module 12,SME review recommended,CNA/FINAL
CNA-FINAL-Q13,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Emergency - falls.,tf,A fallen resident should generally not be moved before assessment unless they are in immediate danger.,TRUE,FALSE,,,,TRUE,Avoid moving a fallen resident before nurse assessment unless danger exists.,medium,CCCCO NATP Module 12,SME review recommended,CNA/FINAL
CNA-FINAL-Q14,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Emergency - fire safety.,mcq,Elevators are typically NOT used during which emergency?,A medication delivery,A fire,A meal service,A family visit,,B,Elevators are generally not used during a fire.,easy,CCCCO NATP Module 12,SME review recommended,CNA/FINAL
CNA-FINAL-Q15,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),LTC - reportable changes.,mcq,A sudden change in a resident's mental status should be:,Ignored as normal aging,Reported promptly to the licensed nurse,Documented only at year end,Discussed with visitors,,B,Acute mental status change is a reportable change in condition.,medium,CCCCO NATP Module 13,SME review recommended,CNA/FINAL
CNA-FINAL-Q16,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),LTC - skin/pressure injury.,mcq,"A new, non-fading reddened area over a bony prominence is an early sign of:",Improved circulation,A pressure injury,Dehydration,Normal skin,,B,Non-blanching redness over bone is an early pressure injury sign.,medium,CCCCO NATP Module 13,SME review recommended,CNA/FINAL
CNA-FINAL-Q17,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),LTC - prevention.,mcq,Repositioning residents with limited mobility primarily helps prevent:,Pressure injuries,Weight gain,Better hearing,Faster speech,,A,Regular repositioning helps prevent pressure injuries.,easy,CCCCO NATP Module 13,SME review recommended,CNA/FINAL
CNA-FINAL-Q18,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Dementia - communication.,mcq,Dementia-sensitive communication includes:,Arguing until the resident agrees,"Calm voice, simple words, reassurance, approaching from the front",Speaking fast with medical jargon,Ignoring the resident,,B,"Calm, simple, reassuring communication helps.",easy,CCCCO NATP Module 13,SME review recommended,CNA/FINAL
CNA-FINAL-Q19,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Dementia - wandering response.,mcq,A dignity-preserving response to a resident with dementia who is exit-seeking is to:,Lock them in a room,Use gentle reassurance and redirection and report for safety planning,Argue with them repeatedly,Ignore it,,B,"Reassurance, redirection, and reporting support safety and dignity.",hard,CCCCO NATP Module 13,SME review recommended,CNA/FINAL
CNA-FINAL-Q20,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Psychosocial care.,ms,Which support residents' psychosocial well-being? (Select all that apply.),Respecting cultural preferences,Encouraging enjoyed activities,Talking about residents disrespectfully,Honoring privacy and dignity,,A; B; D,"Respect, meaningful activity, privacy, and dignity support psychosocial health.",medium,CCCCO NATP Module 13,SME review recommended,CNA/FINAL
CNA-FINAL-Q21,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Restorative - goal.,mcq,The goal of restorative care is to:,Make the resident fully dependent,Help the resident reach/maintain the highest practicable function,Skip exercises,Discourage movement,,B,Restorative care maximizes function and independence.,easy,CCCCO NATP Module 14,SME review recommended,CNA/FINAL
CNA-FINAL-Q22,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Restorative - ROM.,mcq,Range-of-motion exercises help prevent:,Contractures and joint stiffness,Weight gain,Better appetite,Faster healing,,A,ROM prevents contractures and maintains mobility.,easy,CCCCO NATP Module 14,SME review recommended,CNA/FINAL
CNA-FINAL-Q23,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Restorative - safety.,mcq,"During assisted exercise, if the resident reports pain, the nurse assistant should:",Push past the pain,Stop and report the pain,Speed up,Ignore it,,B,Stop the activity and report pain.,medium,CCCCO NATP Module 14,SME review recommended,CNA/FINAL
CNA-FINAL-Q24,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Restorative - body mechanics.,tf,Good body mechanics during transfers protect both the resident and the nurse assistant.,TRUE,FALSE,,,,TRUE,Proper technique protects both people.,easy,CCCCO NATP Module 14,SME review recommended,CNA/FINAL
CNA-FINAL-Q25,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Observation - objective data.,mcq,Which is an objective observation?,The resident seems anxious,The resident's measured pulse rate,The resident is probably hungry,The resident might be in pain,,B,A measured pulse rate is objective.,easy,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
CNA-FINAL-Q26,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Observation - subjective data.,mcq,Which is subjective information?,A measured temperature,"'My head hurts,' stated by the resident",Reddened skin,Counted respirations,,B,A resident statement is subjective.,easy,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
CNA-FINAL-Q27,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Documentation - error correction.,mcq,"To correct a paper charting error, the nurse assistant should:",Use correction fluid,"Draw a single line through it, correct, and initial/date",Erase it,Rewrite the page,,B,"Single line, correction, initial/date preserves the legal record.",medium,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
CNA-FINAL-Q28,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Documentation - legal status.,tf,The medical record is a legal document and must never be falsified.,TRUE,FALSE,,,,TRUE,Records are legal documents; falsification is prohibited.,easy,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
CNA-FINAL-Q29,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Reporting - judgment.,mcq,"When in doubt about whether to report an observation, the nurse assistant should:",Not report it,Report it and let the nurse judge significance,Wait until it worsens,Ask a visitor,,B,"When in doubt, report.",easy,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
CNA-FINAL-Q30,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Documentation - timeliness.,mcq,Charting should be completed:,Days later,"As soon as possible after care, per policy",Only annually,Never,,B,Timely charting improves accuracy.,easy,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
CNA-FINAL-Q31,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),End of life - hospice.,mcq,Hospice/comfort care focuses on:,Curing the illness,"Comfort, dignity, and symptom relief",Speeding death,Stopping all care,,B,Comfort care emphasizes comfort and dignity.,easy,CCCCO NATP Module 16,SME review recommended,CNA/FINAL
CNA-FINAL-Q32,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),End of life - cultural care.,mcq,Culturally sensitive end-of-life care means:,Treating all residents identically,"Respecting individual, cultural, and spiritual preferences",Imposing the caregiver's beliefs,Avoiding the topic,,B,Care is individualized to the resident's culture and beliefs.,easy,CCCCO NATP Module 16,SME review recommended,CNA/FINAL
CNA-FINAL-Q33,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),End of life - postmortem care.,mcq,Postmortem care should be performed:,Carelessly,"With the same respect and dignity given in life, per policy",Without privacy,Without the nurse's direction in all cases,,B,Postmortem care is respectful and follows policy/nurse direction.,medium,CCCCO NATP Module 16,SME review recommended,CNA/FINAL
CNA-FINAL-Q34,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),End of life - grief.,tf,"Grief is a normal response that residents, families, and staff may all experience.",TRUE,FALSE,,,,TRUE,Grief is normal across all involved.,easy,CCCCO NATP Module 16,SME review recommended,CNA/FINAL
CNA-FINAL-Q35,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),End of life - scope.,mcq,"If a family asks the nurse assistant a prognosis question (how long), the best response is to:",Give your own estimate,Provide support and refer the clinical question to the nurse,Tell them not to ask,Leave the room,,B,Prognosis is answered by licensed clinicians; CNA gives support.,medium,CCCCO NATP Module 16,SME review recommended,CNA/FINAL
CNA-FINAL-Q36,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - rights.,mcq,Residents have the right to be free from:,Activities,"Abuse, neglect, and mistreatment",Visitors,Their own care plan,,B,"Residents have the right to be free from abuse, neglect, and mistreatment.",easy,CCCCO NATP Module 17,SME review recommended,CNA/FINAL
CNA-FINAL-Q37,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - neglect.,mcq,"Failing to provide needed food, hygiene, or care is:",Good practice,Neglect,Restorative care,A resident right,,B,Withholding needed care is neglect.,easy,CCCCO NATP Module 17,SME review recommended,CNA/FINAL
CNA-FINAL-Q38,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - types.,mcq,"Threats, intimidation, and humiliation are forms of:",Physical abuse,Emotional/psychological abuse,Good care,Financial abuse,,B,These are emotional/psychological abuse.,easy,CCCCO NATP Module 17,SME review recommended,CNA/FINAL
CNA-FINAL-Q39,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - financial.,mcq,Taking a resident's money without authorization is:,Financial exploitation,Physical abuse,Neglect,Acceptable if small,,A,Unauthorized use of funds is financial exploitation.,easy,CCCCO NATP Module 17,SME review recommended,CNA/FINAL
CNA-FINAL-Q40,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - mandated reporting.,mcq,"As a mandated reporter, the nurse assistant must report suspected abuse:",Only with proof,"Promptly, based on reasonable suspicion, per law and policy",Only if a supervisor agrees,At year end,,B,Reasonable suspicion triggers prompt reporting; proof is not required.,medium,CCCCO NATP Module 17,SME/legal review required before submission,CNA/FINAL
CNA-FINAL-Q41,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - restraints.,tf,Using physical restraints for staff convenience or discipline is prohibited.,TRUE,FALSE,,,,TRUE,Restraints for convenience/discipline are prohibited.,easy,CCCCO NATP Module 17,SME review recommended,CNA/FINAL
CNA-FINAL-Q42,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Abuse - good-faith reporting.,mcq,Good-faith reporting of suspected abuse generally means the reporter:,Must prove the abuse,"Reports an honest, reasonable suspicion and is generally protected",Will be punished,Should never follow up,,B,Good-faith reports are generally protected.,medium,CCCCO NATP Module 17,SME/legal review required before submission,CNA/FINAL
CNA-FINAL-Q43,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - reportable changes.,ms,Which are reportable changes in condition? (Select all that apply.),New shortness of breath,Sudden confusion,Stable usual routine,New skin breakdown,,A; B; D,"New breathing problems, sudden confusion, and new skin breakdown are reportable.",medium,CCCCO NATP Modules 10-17,SME review recommended,CNA/FINAL
CNA-FINAL-Q44,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Scope - online CE posture.,mcq,"This online CE course, by itself:",Completes all California CNA renewal requirements,Does not by itself complete all CNA renewal requirements; it provides online CE only with no clinical hours,Replaces clinical competency validation,Grants certification,,B,The course is online CE only; it does not include clinical hours or competency validation and does not by itself satisfy all renewal requirements.,medium,CNA 24-Hour Course Matrix (controlling),SME review recommended,CNA/FINAL
CNA-FINAL-Q45,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - confidentiality.,mcq,Resident confidentiality means a nurse assistant should:,Share information publicly,Limit access and disclosure to care needs and authorized people,Post about residents online,Discuss residents in public areas,,B,Confidential information is shared only as needed for care with authorized parties.,easy,CCCCO NATP Module 15/17,SME review recommended,CNA/FINAL
CNA-FINAL-Q46,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - resident rights.,mcq,A resident refuses a measurement or care. The nurse assistant should:,Force the care,"Respect the refusal, document it, and report to the nurse",Ignore it,Discharge the resident,,B,Residents may refuse; document and report.,easy,CCCCO NATP Modules 10-17,SME review recommended,CNA/FINAL
CNA-FINAL-Q47,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - emergency judgment.,scenario,"Scenario: A resident is eating when they suddenly cannot speak or cough and clutch their throat. Within your training, you should:",Wait and watch quietly,Call for help immediately and respond per your facility's choking/emergency protocol and your training,Offer water,Document and continue with other residents,,B,Severe choking is an emergency: call for help and respond per protocol and training.,hard,CCCCO NATP Module 12,SME review recommended,CNA/FINAL
CNA-FINAL-Q48,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - abuse recognition.,scenario,Scenario: You notice unexplained bruising on a resident and they flinch when a particular staff member enters. The best action is to:,Assume it is from normal activity,"Ensure the resident's safety, document objective observations, and report suspected abuse per policy and law",Ask the resident to keep it quiet,Wait to see if it recurs,,B,"Possible abuse signs require safety, objective documentation, and reporting. (Confirm jurisdiction process with SME/legal.)",hard,CCCCO NATP Module 17,SME/legal review required before submission,CNA/FINAL
CNA-FINAL-Q49,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - person-centered care.,mcq,Which is the best example of person-centered care?,Doing tasks the fastest way regardless of preference,"Tailoring care to the resident's needs, preferences, and dignity",Treating all residents identically,Excluding residents from decisions,,B,"Person-centered care respects individual needs, preferences, and dignity.",easy,CCCCO NATP Modules 10-17,SME review recommended,CNA/FINAL
CNA-FINAL-Q50,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Comprehensive - documentation standards.,mcq,The nurse assistant's documentation should always be:,Based on assumptions,"Objective, accurate, timely, and confidential",Completed by another shift,Optional,,B,"Documentation must be objective, accurate, timely, and confidential.",easy,CCCCO NATP Module 15,SME review recommended,CNA/FINAL
