Project,Title,app.location,Narration
CNA Recertification Theory + Clinical Support,M13 L07 C02 14 Delivery,module.m13.lesson.l07.card.c02_14_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: think and behave, and can lead to a variety of emotional and physical problems f. Dementia and delirium may be particularly difficult to distinguish, and a person may have both g. Causes not known exactly known, but as with many mental disorders, a variety of factors may be involved, such as: b) Brain chemistry c) Hormones d) Traumatic or stressful events e) Abuse of alcohol or recreational drugs f) Serious or chronic illness, including cancer, stroke, chronic pain or heart disease g) Certain medications or drug toxicity

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 15 Delivery,module.m13.lesson.l07.card.c02_15_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: h) Malnutrition or dehydration i) Sleep deprivation h. Common signs and symptoms include: 1) Memory loss, which is usually noticed by a spouse or someone else 2) Difficulty communicating or finding words 3) Difficulty with visual and spatial abilities, such as getting lost while driving 4) Difficulty reasoning or problem-solving 5) Difficulty handling complex tasks 6) Difficulty with planning and organizing 7) Difficulty with coordination and motor functions 8) Confusion and disorientation 9) Personality changes 10) Anxiety 11) Paranoia 12) Agitation 13) Hallucinations B. Describe the signs, symptoms and progression of Alzheimer’s disease

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 16 Delivery,module.m13.lesson.l07.card.c02_16_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: and other dementias 1. Alzheimer’s disease (covered in objective 7: neurological section): caused by plaques and tangles in the brain’s nervous system. Brain decreases in size as cells are lost. Progressive and incurable 2. Signs and Symptoms a. Stage 1: Mild Dementia 1) Short-term memory loss 2) Personality changes 3) Disorientation to time 4) Poor judgment 5) Lack of safety awareness 6) Careless in appearance 7) Anxious, depressed 8) Delusions of persecution b. Stage 2: Moderate Dementia 1) Increased short-term memory loss 2) Complete disorientation

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 17 Delivery,module.m13.lesson.l07.card.c02_17_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: 3) Wandering and pacing 4) Sundowning 5) Perseveration phenomena 6) Motor skills deteriorate 7) Speech, reading, writing deteriorates 8) Incontinent of bowel and bladder 9) Catastrophic episode c. Severe Dementia 1) Totally dependent 2) Verbally unresponsive 3) May have seizures C. Explain the nursing care received by persons with Alzheimer’s disease and other dementias a. Protect patient/resident from injury b. Be compassionate, patient, and calm; maintain sense of humor d. Encourage independence as long as possible e. Provide mental and physical activities within resident’s capabilities

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 18 Delivery,module.m13.lesson.l07.card.c02_18_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: f. Support resident’s dignity and self-esteem g. Provide structured quiet environment that is uncluttered h. Use appropriate body language; resident’s will “read” the staff’s behavior and reflect the mood of the staff in their own behavior i. Give one, short, simple direction at a time j. Observe for signs and symptoms of physical ailments; resident may be unaware of illness k. Assist residents to maintain a dignified, attractive appearance by helping with grooming and dressing l. Monitor food and fluid intake a) Do not use plastic feeding utensils

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 19 Delivery,module.m13.lesson.l07.card.c02_19_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: b) Provide nutritious finger foods when the resident is unable to use utensils c) Be aware of swallowing difficulties d) Prepare food (butter bread, cut into bites) and encourage resident to feed self as long as possible e) Check food temperatures f) Check resident’s mouth after eating for “pocketing” (hoarding food in the cheeks) g) Weigh residents to detect patterns of weight gain or loss m. Use touch appropriately; surprising resident can result in a catastrophic reaction n. Avoid using logic, reasoning or lengthy explanations

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 20 Delivery,module.m13.lesson.l07.card.c02_20_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: o. When ability to speak is lost, resident may communicate through non-verbal means a. Biting, scratching, and kicking to express displeasure b. Facial expressions and body language may express moods D. Identify specific activities that would improve the quality of life for persons with Alzheimer’s disease and other dementias a. Use distraction and diversion when resident is agitated, take hand and calmly walk to another activity b. Realize that people with dementia are not responsible for what they say 1) They cannot change 2) They are not aware of what they are doing

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 21 Delivery,module.m13.lesson.l07.card.c02_21_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: 3) They have poor impulse control 4) Allow them to “save face” by preserving their dignity 5) No one really knows what is happening in the mind of people with dementia c. Compliment positive behavior and accomplishments d. Encourage rocking chairs to diffuse nervous energy E. Identify specific safety measures for Alzheimer’s and dementia populations a. Use reality orientation (R.O.) to regain connection to environment 1) Especially effective in 1st stages of Alzheimer’s 2) Use clock and calendar at bedside 3) Call by name b. Answer questions honestly, but do not give information

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 22 Delivery,module.m13.lesson.l07.card.c02_22_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: they are unable to handle; for example 1) The resident asks if their deceased husband is coming to visit 2) Nurse Assistant could respond by saying “tell me about your husband” c. Do not argue with resident’s reality d. Use bulletin boards decorated for the season e. Keep curtains open during the day f. Make sure they have their glasses and hearing aids on g. Do not expect resident to remember you - identify yourself, as needed h. Incorporate validation therapy into all your interactions

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 23 Delivery,module.m13.lesson.l07.card.c02_23_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: with dementia resident (maintains disorientated person’s dignity by acknowledging the person’s memories and feeling) i. Use reminiscing therapy j. Incorporate music therapy k. Incorporate animal therapy F. Identify at-risk behaviors that include modifiable and non-modifiable factors, as well as increased risk for abuse a. Research has shown that the same risk factors associated with heart disease may also increase the risk of Alzheimer's disease. These include: b. Lack of exercise c. Obesity d. Smoking or exposure to secondhand smoke e. High blood pressure f. High cholesterol

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C02 24 Delivery,module.m13.lesson.l07.card.c02_24_delivery,"Source-supported teaching from CCCCO Module 13, Objective 7: g. Poorly controlled type 2 diabetes h. sleep patterns i. Age j. Family history and genetics Objective 6 Describe the body’s basic organization and composition. A. Anatomy-Structure; Physiology-Function B. The Cell 1. The basic unit of body structure; building blocks of the body 2. Function, size, and shape of cells may differ 3. Cells need food, water, and oxygen to survive C. Tissues 1. Groups of cells with similar functions. Four basic types of tissues in body 2. Epithelial tissue – protective 3. Connective tissue – support and connect

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L07 C90 Challenge,module.m13.lesson.l07.card.c90_challenge,"Practice challenge for CCCCO Module 13 Objective 7: Practice check: For CCCCO Module 13 Objective 7, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M13 L07 C91 Debrief,module.m13.lesson.l07.card.c91_debrief,"Debrief for CCCCO Module 13 Objective 7. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M13 L08 C01 Overview,module.m13.lesson.l08.card.c01_overview,"CCCCO Module 13 Objective 8 focuses on: Describe changes in body systems associated with aging Refer to CDPH 276C form: *SNF/ICF providers need to complete A1 Special needs of persons with developmental and mental disorders including intellectual disability, cerebral palsy, epilepsy, Parkinson’s disease, and mental illness (2 hours); A2 Special needs of persons with Alzheimer’s disease and related dementias (2 hours); and B Introduction to anatomy and physiology (B-F minimum 1 hour). **Non-SNF/ICF providers may complete A2 Special needs of persons with Alzheimer’s disease and related dementias (2 hours), or two (2) hours of training from another module in order to meet the sixty (60) hours minimum theory training requirement and B Introduction to anatomy and physiology (B-F minimum 1 hour). This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M13 L08 C02 01 Delivery,module.m13.lesson.l08.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: Describe changes in body systems associated with aging A. Integumentary System 1. Skin becomes thin, fragile, dry and wrinkled B. Reports signs and 2. Blood supply to fingers and toes decreases; sensitivity to hot and cold decreases 3. Hair loses color 4. Nails thicken 5. Bruises easily due to fragile blood vessels B. Respiratory System 1. Lung strength decreases 2. Air sacs become less elastic and decrease in number 3. Airways become stiff and less elastic 4. Lung capacity decreases 5. Cough reflex is less effective

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C02 02 Delivery,module.m13.lesson.l08.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: 6. Cough becomes weaker 7. Gas exchange in lungs is less effective C. Cardiovascular System 1. Blood flow decreases leading to less efficient circulation 2. Blood vessels narrow and lose elasticity 3. Longer recovery to normal pulse after exercise 4. Heart is a less effective pump D. Musculoskeletal 1. Muscles weaken and lose tone 2. Loss of elasticity in muscles 3. Loss of muscle mass causes weight loss 4. Less flexible 5. Bones lose minerals, become porous and brittle (easily broken) 6. Height is gradually lost due to space between vertebrae

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C02 03 Delivery,module.m13.lesson.l08.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: shrinking; posture slumped 7. Joints are less flexible and stiffer, slows normal body movement 8. Degenerative changes in joints 9. Decreased reflexes: prone to injury and falls E. Endocrine System Aging and Nursing Care Measures symptoms to licensed nurse 1. Decrease in sex hormones (estrogen and progesterone) signals menopause; testosterone levels decrease 2. Insulin production decreases 3. Metabolism and body functions slow 4. Body is less able to handle stress 5. Body less able to handle sugar 6. Metabolism and body functions slow F. Nervous System

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C02 04 Delivery,module.m13.lesson.l08.card.c02_04_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: 1. Slowing nerve transmission results in delayed reaction time, poor coordination and balance 2. Less effective temperature regulation 3. Decreased sensitivity to pressure and temperature changes 4. Decreased blood flow to brain resulting in memory loss and confusion 5. Deep sleep is shortened, naps are needed G. Gastrointestinal System 1. Decreased saliva production causing dysphagia 2. Taste buds not as sensitive 3. Decreased gag reflex leading to chance of choking 4. Slowed peristalsis leading to indigestion and constipation 5. Increased flatulence 6. Decreased digestive enzymes, avoid dry, fried and fatty foods

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C02 05 Delivery,module.m13.lesson.l08.card.c02_05_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: 7. Decreased ability to absorb nutrients 8. Medication related to side effects 9. Sensitivity to sensation of full bowel 10. Urgency is exaggerated with the bowel H. Urinary System 1. Kidneys decrease in size and are less efficient 2. Bladder loses tone, leading to retention and infection (have patient/resident bear down after voiding to completely empty bladder) 3. Decreased bladder capacity leads to frequency of urination 4. Kidney function increases at rest, causing urination at night 5. Prostate enlargement in male causes frequency, dribbling, and

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C02 06 Delivery,module.m13.lesson.l08.card.c02_06_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: urinary retention 6. Elderly patient/resident may exhibit behavior changes with usual UTI signs and symptoms 7. Decreased sensitivity to sensation of a full bladder 8. Urgency is exaggerated with the bladder I. Reproductive System 1. Male reproductive system a. Scrotum less firm b. Number and capability of sperm decreases c. Sexual response delayed d. Increase in size of prostate gland e. Hormone production decreases 2. Female reproductive system a. Menopause when menstruation ends b. Decrease production of estrogen and progesterone results in loss of calcium, causing brittle bones and

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C02 07 Delivery,module.m13.lesson.l08.card.c02_07_delivery,"Source-supported teaching from CCCCO Module 13, Objective 8: osteoporosis c. Fewer hormones are produced d. Ovulation and menstrual cycle cease e. Vagina becomes thinner, drier f. Breast tissue decreases and muscles supporting breast weaken

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M13 L08 C70 01 Activity,module.m13.lesson.l08.card.c70_01_activity,"Active learning task: use the CCCCO Module 13 terms for this objective (Long Term Care Resident:, Acute, Assisted living, Chronic, Debilitating, Dementia) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M13 L08 C90 Challenge,module.m13.lesson.l08.card.c90_challenge,"Practice challenge for CCCCO Module 13 Objective 8: Practice check: For CCCCO Module 13 Objective 8, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M13 L08 C91 Debrief,module.m13.lesson.l08.card.c91_debrief,"Debrief for CCCCO Module 13 Objective 8. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L01 C01 Overview,module.m14.lesson.l01.card.c01_overview,"CCCCO Module 14 Objective 1 focuses on: Define key terminology. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L01 C02 01 Delivery,module.m14.lesson.l01.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 1: Define key terminology. A. Review the terms listed in the terminology section B. Spell the listed terms accurately C. Pronounce the terms correctly D. Use the terms in their proper context crossword puzzles, Family Feud, Jeopardy, bingo, spelling bee, hangman, and concentration medical dictionary, and textbooks D. Create flashcards for learning purposes Rehabilitative and Restorative Care Rehabilitative and Restorative Care five words from the list of key terminology and write a sentence for each defining the term C. Uses appropriate terminology when charting and reporting

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L01 C70 01 Activity,module.m14.lesson.l01.card.c70_01_activity,"Active learning task: use the CCCCO Module 14 terms for this objective (Active-assistive range of motion, Eversion, Pneumonia, Active range of motion, IDT-Interdisciplinary team, Pressure ulcers) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M14 L01 C90 Challenge,module.m14.lesson.l01.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 1: Practice check: For CCCCO Module 14 Objective 1, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L01 C91 Debrief,module.m14.lesson.l01.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 1. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L02 C01 Overview,module.m14.lesson.l02.card.c01_overview,"CCCCO Module 14 Objective 2 focuses on: Discuss rehabilitation (restorative care) and how it promotes independence and patient/resident potential. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L02 C02 01 Delivery,module.m14.lesson.l02.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 2: Discuss rehabilitation (restorative care) and how it promotes independence and patient/resident potential. A. Disability is a physical and/or mental condition which interferes with meeting basic human needs B. Effects of disability related to Maslow’s hierarchy 1. Feelings of loss 2. Damage to self-image 3. Loss of self-esteem C. Restorative/rehab care helps disabled individuals return to their C. Guest speaker on rehab B. Class Participation highest possible level of physical and psychological functioning; promotes independence 1. Helps patient/resident adjust to the disability 2. Emphasizes abilities – learn new skills and retain old skills

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L02 C02 02 Delivery,module.m14.lesson.l02.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 14, Objective 2: 3. Prevention of deterioration – leading to decline in condition 4. Prevents complications – rehab begins when patient/resident first enters facility 5. Identify risk factors contributing to disability

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L02 C70 01 Activity,module.m14.lesson.l02.card.c70_01_activity,"Active learning task: use the CCCCO Module 14 terms for this objective (Active-assistive range of motion, Eversion, Pneumonia, Active range of motion, IDT-Interdisciplinary team, Pressure ulcers) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M14 L02 C90 Challenge,module.m14.lesson.l02.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 2: Practice check: For CCCCO Module 14 Objective 2, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L02 C91 Debrief,module.m14.lesson.l02.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 2. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L03 C01 Overview,module.m14.lesson.l03.card.c01_overview,"CCCCO Module 14 Objective 3 focuses on: State goals of restorative care that promote independence and patient/resident potential. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L03 C02 01 Delivery,module.m14.lesson.l03.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 3: State goals of restorative care that promote independence and patient/resident potential. A. Physical goals of rehabilitation/restorative care and ADLs 1. Maintain present level of function 2. Improve/restore physical function 3. Encourage independence and performance of self-care activities B. Psychosocial goals of rehabilitation/restorative care 1. Adjust to psychosocial effects of disability 2. Recognizes small and simple accomplishments a. Social service referrals b. Job skill development B. Promotes patient’s/resident’s independence in self- care activities

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L03 C70 01 Activity,module.m14.lesson.l03.card.c70_01_activity,"Active learning task: use the CCCCO Module 14 terms for this objective (Active-assistive range of motion, Eversion, Pneumonia, Active range of motion, IDT-Interdisciplinary team, Pressure ulcers) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M14 L03 C90 Challenge,module.m14.lesson.l03.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 3: Practice check: For CCCCO Module 14 Objective 3, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L03 C91 Debrief,module.m14.lesson.l03.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 3. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L04 C01 Overview,module.m14.lesson.l04.card.c01_overview,"CCCCO Module 14 Objective 4 focuses on: Describe the rehabilitation team, state its purpose, and discuss the role of the Nurse Assistant as a member of the team. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L04 C02 01 Delivery,module.m14.lesson.l04.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 4: Describe the rehabilitation team, state its purpose, and discuss the role of the Nurse Assistant as a member of the team. A. Rehabilitation team 1. Rehabilitation is a skilled care provided by licensed therapy staff and their assistants 2. Members a. Patient/resident b. Family members c. Nurse Assistant d. Licensed nursing staff e. Physical Therapist C. Arrange for guest speaker from a rehab facility D. Show examples of patient/resident rehabilitation plan E. Participate in patient/resident care conference B. Provides patient/resident care consistent with rehabilitation efforts

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L04 C02 02 Delivery,module.m14.lesson.l04.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 14, Objective 4: f. Occupational Therapist g. Speech Therapist h. Physician i. Activity Leader j. Social Worker k. Clergy l. Dietitian B. Purpose of rehabilitation 1. Discuss and evaluate patient’s/resident’s level of functioning 2. Establish patient’s/resident’s care plan and goals for rehabilitation 3. Evaluate progress and adjust plan of care to achieve patient’s/resident’s goals with a greater degree of patient/resident independence 4. Restore the patient/resident to his/her optimal level of functioning C. Nurse Assistant responsibilities as a member of the rehabilitation team 1. Participate in patient/resident care planning conferences

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L04 C02 03 Delivery,module.m14.lesson.l04.card.c02_03_delivery,"Source-supported teaching from CCCCO Module 14, Objective 4: 2. Observe and report patient’s/resident’s responses to care 3. Follow the patient’s/resident’s care plan 4. Encourage the patient/resident to follow the rehabilitation plan 5. Observe and report early signs and symptoms of complications

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L04 C90 Challenge,module.m14.lesson.l04.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 4: Practice check: For CCCCO Module 14 Objective 4, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L04 C91 Debrief,module.m14.lesson.l04.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 4. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L05 C01 Overview,module.m14.lesson.l05.card.c01_overview,"CCCCO Module 14 Objective 5 focuses on: List the responsibilities of the Nurse Assistant in promoting patient/resident self-care. This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
CNA Recertification Theory + Clinical Support,M14 L05 C02 01 Delivery,module.m14.lesson.l05.card.c02_01_delivery,"Source-supported teaching from CCCCO Module 14, Objective 5: List the responsibilities of the Nurse Assistant in promoting patient/resident self-care. A. Protect patient’s/resident’s rights B. Ensure safety and privacy C. Communicate therapeutically – ask patient’s/residents’ opinions and let them have control D. Adhere to legal and ethical principles E. Follow instructions of immediate supervisor and plan of care consistent application of Nurse Assistant responsibilities in promoting self-care F. Report significant changes in patient/resident condition G. Practice appropriate and effective nursing care H. Implement rehabilitative measures as ordered, i.e., ROM, training plan for patient/resident self-care

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L05 C02 02 Delivery,module.m14.lesson.l05.card.c02_02_delivery,"Source-supported teaching from CCCCO Module 14, Objective 5: I. Encourage patient/resident independence – praise even small accomplishments J. Provide emotional support and reassurance K. Follow the documentation guidelines L. Concentrate on patient’s/resident’s abilities M. Use equipment and devices appropriately (cast, prosthesis, walker, cane, wedge for post open reduction internal fixation – hip surgery) N. Protect patient/resident from abuse

CNA scope boundary: Apply this as theory support for in-scope CNA observation, reporting, documentation, and care-plan follow-through."
CNA Recertification Theory + Clinical Support,M14 L05 C70 01 Activity,module.m14.lesson.l05.card.c70_01_activity,"Active learning task: use the CCCCO Module 14 terms for this objective (Active-assistive range of motion, Eversion, Pneumonia, Active range of motion, IDT-Interdisciplinary team, Pressure ulcers) and sort them into three mental buckets: what you observe, what you report, and what you document. Keep the work de-identified. This strengthens retrieval of the source vocabulary without adding non-CCCCO content."
CNA Recertification Theory + Clinical Support,M14 L05 C90 Challenge,module.m14.lesson.l05.card.c90_challenge,"Practice challenge for CCCCO Module 14 Objective 5: Practice check: For CCCCO Module 14 Objective 5, what is the safest CNA use of this theory?

A) Observe the resident, follow the care plan, report changes, and document according to facility policy.
B) Use the online lesson as permission to perform an unassigned hands-on skill.
C) Delay reporting until the end of the shift if the resident seems stable.
D) Tell the resident or family that the CNA has diagnosed the problem.

Submit a response, then review the debrief. Final assessments never reveal answer keys."
CNA Recertification Theory + Clinical Support,M14 L05 C91 Debrief,module.m14.lesson.l05.card.c91_debrief,"Debrief for CCCCO Module 14 Objective 5. The safest response is to use the source concept within CNA scope: observe the resident, assist only as directed, follow the care plan, report changes, document according to facility policy, and escalate when needed. This online theory does not validate hands-on competency or create clinical-hour credit."
CNA Recertification Theory + Clinical Support,M14 L06 C01 Overview,module.m14.lesson.l06.card.c01_overview,"CCCCO Module 14 Objective 6 focuses on: List activities that make up Activities of Daily Living (ADLs). This lesson uses the CCCCO source as the instructional authority. Your CNA role is to understand the theory, recognize reportable situations, follow the care plan, and escalate to licensed staff when needed."
