Project,Module ID,Module Title,Lesson ID,Lesson Title,Card ID,Card Type,Title,app.location,Narration,Transcript,Estimated Seconds,Estimated Word Count,Target Duration Status,Voice Notes,Source Reference,SME Review Flag,Compliance Review Flag,Status
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L02,Safe Transfers and Ambulation,C02F_DELIVERY,delivery,M04 L02 C02F Delivery,module.m04.lesson.l02.card.c02f_delivery,"CCCCO Module 13 describes osteoporosis as lost bone mass that leaves bones porous, spongy, and easily fractured. It notes that fractures can occur from little or no trauma, and that fractured hip is often related to falling and osteoporosis. CNA care emphasizes preventing further fractures, reporting pain, gentle handling, ordered splints or braces, mechanical lift when required, and gentle positioning.

If a resident falls, has severe hip or knee pain, cannot get up, has a shortened or externally rotated leg, or has swelling/bruising after movement, do not move the resident unless directed for immediate safety. Call for the nurse and follow facility emergency policy.","CCCCO Module 13 describes osteoporosis as lost bone mass that leaves bones porous, spongy, and easily fractured. It notes that fractures can occur from little or no trauma, and that fractured hip is often related to falling and osteoporosis. CNA care emphasizes preventing further fractures, reporting pain, gentle handling, ordered splints or braces, mechanical lift when required, and gentle positioning.

If a resident falls, has severe hip or knee pain, cannot get up, has a shortened or externally rotated leg, or has swelling/bruising after movement, do not move the resident unless directed for immediate safety. Call for the nurse and follow facility emergency policy.",43,104,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 13, Objective 7, Osteoporosis and Fractured Hip duties/observations",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L02,Safe Transfers and Ambulation,C02G_DELIVERY,delivery,M04 L02 C02G Delivery,module.m04.lesson.l02.card.c02g_delivery,"Stop mobility assistance and get help if the resident becomes dizzy, weak, short of breath, pale, sweaty, confused, has chest pain, has new one-sided weakness, complains of severe joint or hip pain, loses balance, or can no longer follow directions. These signs may signal a change of condition or an unsafe transfer.

Stay with the resident, protect from injury, call for assistance, and report exactly what changed. Document according to facility policy. Do not continue walking just to finish the task, and do not promise the resident that everything is fine when a nurse needs to assess.","Stop mobility assistance and get help if the resident becomes dizzy, weak, short of breath, pale, sweaty, confused, has chest pain, has new one-sided weakness, complains of severe joint or hip pain, loses balance, or can no longer follow directions. These signs may signal a change of condition or an unsafe transfer.

Stay with the resident, protect from injury, call for assistance, and report exactly what changed. Document according to facility policy. Do not continue walking just to finish the task, and do not promise the resident that everything is fine when a nurse needs to assess.",40,97,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objectives 5 and 10; CCCCO Module 13 musculoskeletal observations",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L02,Safe Transfers and Ambulation,C03_CHALLENGE,challenge,M04 L02 C03 Challenge,module.m04.lesson.l02.card.c03_challenge,"Scenario challenge for Safe Transfers and Ambulation: Before performing passive range of motion (PROM) exercises the CNA should:

A) Force the joint through the full range to maximize effectiveness
B) Only exercise the resident's stronger limbs
C) Check the care plan and support the limb above and below the joint being exercised
D) Ask the resident to perform the movements independently first

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Safe Transfers and Ambulation: Before performing passive range of motion (PROM) exercises the CNA should:

A) Force the joint through the full range to maximize effectiveness
B) Only exercise the resident's stronger limbs
C) Check the care plan and support the limb above and below the joint being exercised
D) Ask the resident to perform the movements independently first

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",33,77,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 14 (Rehabilitative/Restorative Care) Objectives 6-7,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L02,Safe Transfers and Ambulation,C04A_DEBRIEF,debrief,M04 L02 C04A Debrief,module.m04.lesson.l02.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to check the care plan and support the limb above and below the joint being exercised. Check the care plan. Support above and below the joint during PROM. Never force. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to check the care plan and support the limb above and below the joint being exercised. Check the care plan. Support above and below the joint during PROM. Never force. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",52,121,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 14 (Rehabilitative/Restorative Care) Objectives 6-7,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C01_OVERVIEW,overview,M04 L03 C01 Overview,module.m04.lesson.l03.card.c01_overview,"Range of Motion and Restorative Care. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Mobility, Falls, and Workplace Safety. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Range of Motion and Restorative Care. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Mobility, Falls, and Workplace Safety. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",23,52,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/26_THEORY_MODULE_04_MOBILITY_FALLS_WORKPLACE_SAFETY_FULL.md#L03,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02A_DELIVERY,delivery,M04 L03 C02A Delivery,module.m04.lesson.l03.card.c02a_delivery,"CCCCO Module 14 states that restorative or rehabilitative care helps people return to the highest possible level of physical and psychological functioning and promotes independence. It helps residents adjust to disability, emphasizes abilities, supports new and retained skills, prevents decline, and prevents complications.

For CNA practice, this means the goal is not to do everything for the resident as quickly as possible. The goal is to support the resident's highest safe ability within the care plan. Encourage what the resident can do, praise progress, and report barriers or decline to the nurse or restorative team.","CCCCO Module 14 states that restorative or rehabilitative care helps people return to the highest possible level of physical and psychological functioning and promotes independence. It helps residents adjust to disability, emphasizes abilities, supports new and retained skills, prevents decline, and prevents complications.

For CNA practice, this means the goal is not to do everything for the resident as quickly as possible. The goal is to support the resident's highest safe ability within the care plan. Encourage what the resident can do, praise progress, and report barriers or decline to the nurse or restorative team.",39,95,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objectives 2 and 3, Content Outline A-B",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02B_DELIVERY,delivery,M04 L03 C02B Delivery,module.m04.lesson.l03.card.c02b_delivery,"CCCCO Module 14 lists the rehabilitation team as the resident, family, CNA, licensed nursing staff, physical therapist, occupational therapist, speech therapist, physician, activity leader, social worker, clergy, and dietitian. The team evaluates function, establishes care-plan goals, adjusts the plan, and works toward the resident's optimal function.

The CNA role is to participate in care planning when assigned, observe and report responses to care, follow the care plan, encourage the resident to follow the rehabilitation plan, and report early signs of complications. The CNA does not independently create or change the therapy plan.","CCCCO Module 14 lists the rehabilitation team as the resident, family, CNA, licensed nursing staff, physical therapist, occupational therapist, speech therapist, physician, activity leader, social worker, clergy, and dietitian. The team evaluates function, establishes care-plan goals, adjusts the plan, and works toward the resident's optimal function.

The CNA role is to participate in care planning when assigned, observe and report responses to care, follow the care plan, encourage the resident to follow the rehabilitation plan, and report early signs of complications. The CNA does not independently create or change the therapy plan.",38,92,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 4, Content Outline A-C",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02C_DELIVERY,delivery,M04 L03 C02C Delivery,module.m04.lesson.l03.card.c02c_delivery,"CCCCO Module 14 says CNA responsibilities include protecting rights, ensuring safety and privacy, using therapeutic communication, following supervisor instructions and the plan of care, reporting significant changes, implementing ordered rehabilitative measures, encouraging independence, praising even small accomplishments, providing reassurance, and focusing on abilities.

ADLs include grooming, dressing, eating, hygiene, elimination, mobility and ambulation, self-turning, and positioning. A CNA supports independence by breaking tasks into safe steps, offering cues, allowing time, and helping only as much as needed under the care plan.","CCCCO Module 14 says CNA responsibilities include protecting rights, ensuring safety and privacy, using therapeutic communication, following supervisor instructions and the plan of care, reporting significant changes, implementing ordered rehabilitative measures, encouraging independence, praising even small accomplishments, providing reassurance, and focusing on abilities.

ADLs include grooming, dressing, eating, hygiene, elimination, mobility and ambulation, self-turning, and positioning. A CNA supports independence by breaking tasks into safe steps, offering cues, allowing time, and helping only as much as needed under the care plan.",34,81,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objectives 5 and 6, Content Outline A-B",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02D_DELIVERY,delivery,M04 L03 C02D Delivery,module.m04.lesson.l03.card.c02d_delivery,"CCCCO Module 14 lists comfort devices such as footboards to prevent plantar flexion, trochanter rolls to prevent external rotation and pressure sores, hard splints to prevent contractures, bed cradles to prevent foot drop, trapezes to strengthen muscles and facilitate movement, heel and elbow protectors to reduce friction and breakdown, special mattresses and pads to protect pressure points, pillows for support and positioning, and cast or traction alignment supports.

It also lists adaptive devices such as cuffed utensils, plate guards, long-handled combs, button hooks, sock pullers, reachers, telephone holders, communication boards, artificial limbs, casts, and splints. Use only assigned devices as directed and report poor fit, rubbing, pain, skin changes, or refusal.","CCCCO Module 14 lists comfort devices such as footboards to prevent plantar flexion, trochanter rolls to prevent external rotation and pressure sores, hard splints to prevent contractures, bed cradles to prevent foot drop, trapezes to strengthen muscles and facilitate movement, heel and elbow protectors to reduce friction and breakdown, special mattresses and pads to protect pressure points, pillows for support and positioning, and cast or traction alignment supports.

It also lists adaptive devices such as cuffed utensils, plate guards, long-handled combs, button hooks, sock pullers, reachers, telephone holders, communication boards, artificial limbs, casts, and splints. Use only assigned devices as directed and report poor fit, rubbing, pain, skin changes, or refusal.",46,111,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 7, Content Outline A-B",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02E_DELIVERY,delivery,M04 L03 C02E Delivery,module.m04.lesson.l03.card.c02e_delivery,"Range of motion is movement of joints through their normal range to the point of resistance or discomfort. CCCCO Module 14 states that ROM helps maintain muscle strength, stimulate circulation, maintain body alignment, make positioning easier, prevent thrombophlebitis, and prevent contractures.

The source distinguishes active ROM, where the resident moves their own joints; passive ROM, where the CNA moves joints through the normal range; and active-assistive ROM, where the CNA helps or the resident uses a resistive device. Online theory explains purpose and distinctions; hands-on ROM remains a clinical skill performed only as trained, assigned, and care-plan directed.","Range of motion is movement of joints through their normal range to the point of resistance or discomfort. CCCCO Module 14 states that ROM helps maintain muscle strength, stimulate circulation, maintain body alignment, make positioning easier, prevent thrombophlebitis, and prevent contractures.

The source distinguishes active ROM, where the resident moves their own joints; passive ROM, where the CNA moves joints through the normal range; and active-assistive ROM, where the CNA helps or the resident uses a resistive device. Online theory explains purpose and distinctions; hands-on ROM remains a clinical skill performed only as trained, assigned, and care-plan directed.",41,98,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 9, Content Outline A-D",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02F_DELIVERY,delivery,M04 L03 C02F Delivery,module.m04.lesson.l03.card.c02f_delivery,"CCCCO Module 14 gives general ROM safety rules: exercise the joint correctly, avoid unnecessary exposure, use good body mechanics, fully support each extremity, move slowly, smoothly, and gently, do not force past resistance or discomfort, do not cause pain, and report pain to the licensed nurse.

A CNA should stop if the resident has pain, guarding, sudden weakness, shortness of breath, dizziness, new swelling, or cannot cooperate safely. Follow the care plan and assignment. Do not add extra exercises or change frequency because it seems helpful.","CCCCO Module 14 gives general ROM safety rules: exercise the joint correctly, avoid unnecessary exposure, use good body mechanics, fully support each extremity, move slowly, smoothly, and gently, do not force past resistance or discomfort, do not cause pain, and report pain to the licensed nurse.

A CNA should stop if the resident has pain, guarding, sudden weakness, shortness of breath, dizziness, new swelling, or cannot cooperate safely. Follow the care plan and assignment. Do not add extra exercises or change frequency because it seems helpful.",36,86,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 9, Content Outline E",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02G_DELIVERY,delivery,M04 L03 C02G Delivery,module.m04.lesson.l03.card.c02g_delivery,"CCCCO Module 14 explains that the CNA helps team members complete resident assessment information and provides valuable direct-care observations, especially in ADLs. The care plan is reviewed during the interdisciplinary team meeting, where the team discusses interventions and updates information reflecting current function.

The CNA contribution is practical and specific: what the resident can do, what assistance is needed, what cues work, what devices are used, what changed, and how the resident responds. Document and report according to facility policy so the plan reflects current function.","CCCCO Module 14 explains that the CNA helps team members complete resident assessment information and provides valuable direct-care observations, especially in ADLs. The care plan is reviewed during the interdisciplinary team meeting, where the team discusses interventions and updates information reflecting current function.

The CNA contribution is practical and specific: what the resident can do, what assistance is needed, what cues work, what devices are used, what changed, and how the resident responds. Document and report according to facility policy so the plan reflects current function.",36,86,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 12, Content Outline A-G",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C02H_DELIVERY,delivery,M04 L03 C02H Delivery,module.m04.lesson.l03.card.c02h_delivery,"CCCCO Module 14 links restorative care with love, belonging, self-esteem, and self-actualization needs. It recommends involving the resident and family in the plan when appropriate, promoting interaction with the rehabilitation team, treating the resident and family with respect and dignity, supporting them, using praise to reinforce progress, encouraging independence, and using a positive approach.

For CNAs, small words matter. Avoid comparing residents. Praise progress without exaggeration. Include the resident in choices within the care plan. Report discouragement, refusal, or family concerns so the team can adjust support.","CCCCO Module 14 links restorative care with love, belonging, self-esteem, and self-actualization needs. It recommends involving the resident and family in the plan when appropriate, promoting interaction with the rehabilitation team, treating the resident and family with respect and dignity, supporting them, using praise to reinforce progress, encouraging independence, and using a positive approach.

For CNAs, small words matter. Avoid comparing residents. Praise progress without exaggeration. Include the resident in choices within the care plan. Report discouragement, refusal, or family concerns so the team can adjust support.",36,87,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 11, Content Outline A-B",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C03_CHALLENGE,challenge,M04 L03 C03 Challenge,module.m04.lesson.l03.card.c03_challenge,"Scenario challenge for Range of Motion and Restorative Care: To use a fire extinguisher correctly you follow the PASS acronym. What does the A stand for?

A) Alert
B) Activate
C) Aim at the base of the fire
D) Away from the building

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Range of Motion and Restorative Care: To use a fire extinguisher correctly you follow the PASS acronym. What does the A stand for?

A) Alert
B) Activate
C) Aim at the base of the fire
D) Away from the building

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",25,58,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 12 (Emergency Procedures) Objective 1,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L03,Range of Motion and Restorative Care,C04A_DEBRIEF,debrief,M04 L03 C04A Debrief,module.m04.lesson.l03.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to aim at the base of the fire. PASS = Pull Aim (at base) Squeeze Sweep. Aiming at flames is ineffective. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to aim at the base of the fire. PASS = Pull Aim (at base) Squeeze Sweep. Aiming at flames is ineffective. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",48,111,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 12 (Emergency Procedures) Objective 1,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L04,Fall Prevention,C01_OVERVIEW,overview,M04 L04 C01 Overview,module.m04.lesson.l04.card.c01_overview,"Fall Prevention. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Mobility, Falls, and Workplace Safety. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Fall Prevention. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Mobility, Falls, and Workplace Safety. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",21,48,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/26_THEORY_MODULE_04_MOBILITY_FALLS_WORKPLACE_SAFETY_FULL.md#L04,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L04,Fall Prevention,C02A_DELIVERY,delivery,M04 L04 C02A Delivery,module.m04.lesson.l04.card.c02a_delivery,"CCCCO Module 13 states that aging can weaken muscles, reduce muscle tone, reduce flexibility, make bones more brittle, stiffen joints, slow movement, reduce reflexes, and slow nerve transmission. These changes can lead to poor coordination and balance and make older adults more prone to injury and falls.

Falls are not just accidents. They often reflect a mismatch between the resident's current ability, the environment, devices, footwear, toileting needs, medications, or illness. A CNA helps by observing changes, keeping the environment safe, following the care plan, and reporting new weakness, dizziness, confusion, pain, or unsteady gait.","CCCCO Module 13 states that aging can weaken muscles, reduce muscle tone, reduce flexibility, make bones more brittle, stiffen joints, slow movement, reduce reflexes, and slow nerve transmission. These changes can lead to poor coordination and balance and make older adults more prone to injury and falls.

Falls are not just accidents. They often reflect a mismatch between the resident's current ability, the environment, devices, footwear, toileting needs, medications, or illness. A CNA helps by observing changes, keeping the environment safe, following the care plan, and reporting new weakness, dizziness, confusion, pain, or unsteady gait.",39,95,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 13, Objective 8, Musculoskeletal/Nervous System aging changes",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L04,Fall Prevention,C02B_DELIVERY,delivery,M04 L04 C02B Delivery,module.m04.lesson.l04.card.c02b_delivery,"The CCCCO aging handout recommends safety measures to prevent falls: remove scatter rugs from the floor, keep paths for ambulation open and free of clutter, and use handrails on walls and in toilets to assist transfers and ambulation. It also emphasizes giving residents time to adjust to position changes and protecting from falls or fainting.

For CNA practice, keep call lights, mobility devices, footwear, and needed personal items in reach as assigned. Watch for wet floors, clutter, poor lighting, missing handrails, bed or chair height concerns, and pathways blocked by equipment. Fix what is within your assignment and report hazards you cannot correct.","The CCCCO aging handout recommends safety measures to prevent falls: remove scatter rugs from the floor, keep paths for ambulation open and free of clutter, and use handrails on walls and in toilets to assist transfers and ambulation. It also emphasizes giving residents time to adjust to position changes and protecting from falls or fainting.

For CNA practice, keep call lights, mobility devices, footwear, and needed personal items in reach as assigned. Watch for wet floors, clutter, poor lighting, missing handrails, bed or chair height concerns, and pathways blocked by equipment. Fix what is within your assignment and report hazards you cannot correct.",43,103,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 13, Effects of Aging and Nursing Care Measures handout",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L04,Fall Prevention,C02C_DELIVERY,delivery,M04 L04 C02C Delivery,module.m04.lesson.l04.card.c02c_delivery,"The CCCCO aging handout says older adults may need to move more slowly and should be given time to adjust to position changes. CCCCO Module 12 describes syncope signs such as dizziness, temporary vision changes, pallor, cool moist skin, unsteadiness, possible fall, and weak pulse.

Before standing or walking a resident, pause and observe. If the resident is dizzy, pale, sweaty, weak, or unsteady, do not push forward. Have the resident sit or lie safely as directed by the situation, call for help, stay with the resident, observe changes, and report to the licensed nurse.","The CCCCO aging handout says older adults may need to move more slowly and should be given time to adjust to position changes. CCCCO Module 12 describes syncope signs such as dizziness, temporary vision changes, pallor, cool moist skin, unsteadiness, possible fall, and weak pulse.

Before standing or walking a resident, pause and observe. If the resident is dizzy, pale, sweaty, weak, or unsteady, do not push forward. Have the resident sit or lie safely as directed by the situation, call for help, stay with the resident, observe changes, and report to the licensed nurse.",39,95,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CCCCO Module 13 aging handout; CCCCO Module 12 syncope signs/role,None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L04,Fall Prevention,C02D_DELIVERY,delivery,M04 L04 C02D Delivery,module.m04.lesson.l04.card.c02d_delivery,"CCCCO Module 13 states that osteoporosis makes bones porous and easily fractured and that fractured hip is often related to falling and osteoporosis. Warning signs can include inability to get up after a fall, a shortened and externally rotated affected side, severe hip or knee pain, and edema in the hip, thigh, or groin.

After a fall, do not pull the resident up or assume there is no injury because the resident can talk. Keep the resident safe, call the nurse according to facility policy, observe for pain or deformity, and follow directions. Moving an injured resident without direction can worsen harm.","CCCCO Module 13 states that osteoporosis makes bones porous and easily fractured and that fractured hip is often related to falling and osteoporosis. Warning signs can include inability to get up after a fall, a shortened and externally rotated affected side, severe hip or knee pain, and edema in the hip, thigh, or groin.

After a fall, do not pull the resident up or assume there is no injury because the resident can talk. Keep the resident safe, call the nurse according to facility policy, observe for pain or deformity, and follow directions. Moving an injured resident without direction can worsen harm.",42,102,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 13, Objective 7, Osteoporosis and Fractured Hip",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
CNA Recertification Theory + Clinical Support,M04,"Mobility, Falls, and Workplace Safety",L04,Fall Prevention,C02E_DELIVERY,delivery,M04 L04 C02E Delivery,module.m04.lesson.l04.card.c02e_delivery,"Fall prevention often depends on consistent use of the assigned device. CCCCO Module 14 lists canes, walkers, wheelchairs, transfer boards, braces, splints, prostheses, and environmental modifications. CCCCO Module 13 stresses clear pathways and handrails.

The CNA should check that the assigned device is available, within reach, and not creating a new hazard. Do not swap devices between residents or let a resident walk without an assigned device because the distance seems short. If the resident refuses or misuses the device, report the pattern so the care plan can be reviewed.","Fall prevention often depends on consistent use of the assigned device. CCCCO Module 14 lists canes, walkers, wheelchairs, transfer boards, braces, splints, prostheses, and environmental modifications. CCCCO Module 13 stresses clear pathways and handrails.

The CNA should check that the assigned device is available, within reach, and not creating a new hazard. Do not swap devices between residents or let a resident walk without an assigned device because the distance seems short. If the resident refuses or misuses the device, report the pattern so the care plan can be reviewed.",37,90,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,"CCCCO Module 14, Objective 10; CCCCO Module 13 aging handout",None identified,"Compliance review required; keep CNA role within observe, assist as directed, follow the care plan, report, document, and escalate. Online theory does not validate hands-on competency or clinical-hour credit.",draft
